"";"plant_species";"frugivore_species";"ID";"frugivore_species_old";"frugivore_genus";"frugivore_class";"frugivore_order";"frugivore_family";"frugivore_class_old";"frugivore_order_old";"frugivore_family_old";"plant_species_old";"plant_genus";"plant_class";"plant_order";"plant_family";"plant_family_old";"plant.form";"frug.orig";"plant.origin";"plant.IUCN";"fruit.diameter..mm.";"fruit.length..mm.";"fruit.color";"seed.diameter..mm.";"seed.length..mm.";"frugivore.group";"frugivore.body.mass..g.";"frugivore.mean.gape.size..mm.";"frugivory.score";"frugivore.migration.status";"frugivore.population.trend";"frugivore.IUCN";"Country";"Island";"island.adapted";"specific.location";"habitat";"latitude.centroid";"longitude.centroid";"latitude";"longitude";"geographic";"geographic.lat";"geographic.lon";"precision";"reference";"method";"frugivore_native_status";"frugivore_endemic_status";"frugivore_singleislandendemism";"plant_native_status";"plant_endemic_status";"plant_singleislandendemism"
"1492";"Inga vera";"Spindalis portoricensis";1618;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cordillera, Ciales";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.315516° N";"66.514325° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1493";"Inga vera";"Loxigilla portoricensis";1827;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Bosque Estatal de Carite";"montane wet tropical forest";18,22566835;-66,46639658;"18.114856° N";"66.069706° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo 2005, Carlo & Aukema 2005";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1494";"Inga vera";"Phaenicophilus palmarum";963;"Phaenicophilus palmarum";"Phaenicophilus";"Aves";"Passeriformes";"Phaenicophilidae";"Aves";"Passeriformes";"Phaenicophilidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Llano del Higo, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17812";"-70,71094";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1495";"Inga vera";"Spindalis portoricensis";1530;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1496";"Inga vera";"Phaenicophilus palmarum";962;"Phaenicophilus palmarum";"Phaenicophilus";"Aves";"Passeriformes";"Phaenicophilidae";"Aves";"Passeriformes";"Phaenicophilidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Las Auyamas, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,16933";"-70,65987";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1497";"Inga vera";"Spindalis portoricensis";1370;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.244299° N";"66.519302° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1498";"Inga vera";"Vireo altiloquus";1642;"Vireo altiloquous";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Caguana, Utuado";"lower montane secondary forest";18,22566835;-66,46639658;"18.285194° N";"66.731589° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"1499";"Inga vera";"Dulus dominicus";955;"Dulus dominicus";"Dulus";"Aves";"Passeriformes";"Dulidae";"Aves";"Passeriformes";"Dulidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Piedra Blanca, Buena Vista, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17739";"-70,64559";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1500";"Inga vera";"Phaenicophilus palmarum";2836;"Phaenicophilus palmarum";"Phaenicophilus";"Aves";"Passeriformes";"Phaenicophilidae";"Aves";"Passeriformes";"Phaenicophilidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Sierra de Neiba";"subtropical moist forest";18,89620449;-70,49627229;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1501";"Inga vera";"Patagioenas squamosa";960;"Patagioenas squamosa";"Patagioenas";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Llano del Higo, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17812";"-70,71094";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
"1502";"Inga vera";"Melanerpes striatus";958;"Melanerpes striatus";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Llano del Higo, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,17812";"-70,71094";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1503";"Inga vera";"Phaenicophilus palmarum";964;"Phaenicophilus palmarum";"Phaenicophilus";"Aves";"Passeriformes";"Phaenicophilidae";"Aves";"Passeriformes";"Phaenicophilidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Mata de Plátano, Jarabacoa, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,12159";"-70,58378";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1504";"Inga vera";"Vireo altiloquus";1563;"Vireo altiloquous";"Vireo";"Aves";"Passeriformes";"Vireonidae";"Aves";"Passeriformes";"Vireonidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"1505";"Inga vera";"Dulus dominicus";954;"Dulus dominicus";"Dulus";"Aves";"Passeriformes";"Dulidae";"Aves";"Passeriformes";"Dulidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Mata de Plátano, Jarabacoa, La Vega, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,12159";"-70,58378";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1506";"Inga vera";"Nesospingus speculiferus";1347;"Nesospingus speculiferus";"Nesospingus";"Aves";"Passeriformes";"Nesospingidae";"Aves";"Passeriformes";"Nesospingidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Road 533 / Los Tres Picachos";"montanane secondary forest";18,22566835;-66,46639658;"18.285194° N";"66.532983° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1507";"Inga vera";"Melanerpes striatus";956;"Melanerpes striatus";"Melanerpes";"Aves";"Piciformes";"Picidae";"Aves";"Piciformes";"Picidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Guanajuma, La Cidra, Santiago, Dominican Republic";"lower montane secondary forest & cattle pasture";18,89620449;-70,49627229;"19,18521";"-70,72952";"GA";19,0740227101688;-70,7529184711968;"precise";"Schubert & Walters unpubl.";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1508";"Inga vera";"Loxigilla portoricensis";1503;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Inga vera";"Inga";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"tree";"native";"native";"";"";NA;"green";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Frontón, Ciales";"lower montane secondary forest & shaded coffee plantations";18,22566835;-66,46639658;"18.300181° N";"66.553272° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1509";"Ipomoea sp.";"Zenaida macroura";2243;"Zenaida macroura";"Zenaida";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Ipomoea sp";"Ipomoea";"Magnoliopsida";"Solanales";"Convolvulaceae";"Convolvulaceae";"herb";"native";NA;NA;"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Herradura (Pinar del Río) y Pedro Pí (La Habana)";"rice crops and grasslands";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Ponce de León et al. (2010)";"animal-oriented";"Native";"No";"No";"NoData";"No";"No"
"1510";"Ipomoea triloba";"Zenaida macroura";2258;"Zenaida macroura";"Zenaida";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Ipomoea triloba";"Ipomoea";"Magnoliopsida";"Solanales";"Convolvulaceae";"Convolvulaceae";"herb";"native";"native";"LC";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Herradura (Pinar del Río) y Pedro Pí (La Habana)";"rice crops and grasslands";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Ponce de León et al. (2010)";"animal-oriented";"Native";"No";"No";"Native";"No";"No"
"1511";"Ixora coccinea";"Mimus polyglottos";3006;"Mimus polyglottos";"Mimus";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Ixora coccinea";"Ixora";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Cuba";"Cuba";"Cuba";"Sanctis Spiritus";"subtropical moist forest";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Native";"No";"No";"Introduced";"No";"No"
"1512";"Ixora ferrea";"Corvus leucognaphalus";3201;"Corvus leucognaphalus";"Corvus";"Aves";"Passeriformes";"Corvidae";"Aves";"Passeriformes";"Corvidae";"Ixora ferrea";"Ixora";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Los Haitises";"subtropical wet forest";18,89620449;-70,49627229;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Wiley 2006";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1513";"Ixora ferrea";"Corvus leucognaphalus";2591;"Corvus leucognaphalus";"Corvus";"Aves";"Passeriformes";"Corvidae";"Aves";"Passeriformes";"Corvidae";"Ixora ferrea";"Ixora";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Jamaica";"Jamaica";"Jamaica";"Green Castle, Saint Mary";"subtropical moist forest";18,15459368;-77,3185348;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1514";"Ixora sp.";"Amazona guildingii";1941;"Amazona guildingii";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Ixora sp.";"Ixora";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Saint Vincent and the Grenadines";"Saint Vincent";"Saint Vincent and the Grenadines";NA;"";13,21608335;-61,2026418;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"1515";"Ixora sp.";"Dulus dominicus";2959;"Dulus dominicus";"Dulus";"Aves";"Passeriformes";"Dulidae";"Aves";"Passeriformes";"Dulidae";"Ixora sp.";"Ixora";"Magnoliopsida";"Gentianales";"Rubiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"Puerto Plata";"subtropical moist forest";18,89620449;-70,49627229;"";"";"GA";19,0740227101688;-70,7529184711968;"";"shared obs.";"plant-oriented";"Native";"Yes";"No";"NoData";"No";"No"
"1516";"Jacquinia keyensis";"Cyclura nubila";2428;"Cyclura nubila";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Jacquinia keyensis";"Jacquinia";"Magnoliopsida";"Ericales";"Primulaceae";"Primulaceae";"shrub/small tree";"native";"native";"NE";"";NA;"yellow";NA;NA;"reptile";"";"";NA;"resident";"";"VU";"Cuba";"Cuba";"Cuba";"Cayo Obispo";"";21,62469202;-79,03330319;" 22°24'0.58""N";" 79° 8'54.60""W";"GA";19,0740227101688;-70,7529184711968;"precise";"Berovides, Valido and Navarro unpublished data";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1517";"Jacquinia keyensis";"Cyclura cychlura";294;"Cyclura cychlura";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Jacquinia keyensi";"Jacquinia";"Magnoliopsida";"Ericales";"Primulaceae";"Theophrastaceae ";"shrub/small tree";"native";"native";"LC";NA;NA;"yellow, orange";NA;NA;"reptile";NA;NA;NA;"resident";"decreasing";"VU";"Bahamas";"Exuma";"The Bahamas";NA;"limestone shoreline and hardwood forest";24,2218008;-76,55065181;"23.5333° N";"75.8333° W";"BHM";23,8247400227642;-75,7899939498374;"imprecise";"Hines, 2016";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"1518";"Jasminum fluminense";"Patagioenas squamosa";2921;"Patagioenas squamosa";"Patagioenas";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Jasminum fluminense";"Jasminum";"Magnoliopsida";"Lamiales";"Oleaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Dominican Republic";"Hispaniola";"Dominican Republic";"La Altagracia";"subtropical moist forest";18,89620449;-70,49627229;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Native";"No";"No";"Introduced";"No";"No"
"1519";"Jasminum fluminense";"Loxigilla portoricensis";2733;"Melopyrrha portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Jasminum fluminense";"Jasminum";"Magnoliopsida";"Lamiales";"Oleaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Guánica State Forest (Guánica)";"subtropical dry forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"1520";"Jasminum fluminense";"Patagioenas squamosa";2681;"Patagioenas squamosa";"Patagioenas";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Jasminum fluminense";"Jasminum";"Magnoliopsida";"Lamiales";"Oleaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Hacienda La Esperanza Nature Reserve (Manatí)";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"No";"No";"Introduced";"No";"No"
"1521";"Jasminum fluminense";"Spindalis portoricensis";2850;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Jasminum fluminense";"Jasminum";"Magnoliopsida";"Lamiales";"Oleaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Guánica State Forest (Guánica)";"subtropical dry forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"Yes";"Introduced";"No";"No"
"1522";"Jatropha multifida";"Cyclura cornuta stejnegeri";74;"Cyclura stejnegeri";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Jatropha multifida";"Jatropha";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Euphorbiacea";"shrub/small tree";"native";"native";NA;NA;NA;NA;NA;NA;"reptile";"617 (male), 470 female";NA;NA;"resident";"decreasing";"EN";"Puerto Rico";"Mona";"Puerto Rico";NA;"dry limestone plateau";18,22566835;-66,46639658;"18.0829° N";"67.8927° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Wiewandt, 1977";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1523";"Kalanchoe sp.";"Amazona agilis";1926;"Amazona agilis";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Bryophyllum sp.";"Kalanchoe";"Magnoliopsida";"Saxifragalles";"Crassulaceae";"";"";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Jamaica";"Jamaica";"Jamaica";NA;"";18,15459368;-77,3185348;"";"";"GA";19,0740227101688;-70,7529184711968;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"1524";"Krugiodendron ferreum";"Amazona guildingii";1935;"Amazona guildingii";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Krugiodendron ferreum";"Krugiodendron";"Magnoliopsida";"Rosales";"Rhamnaceae";"Rhamnaceae";"";"native";"native";"";"";NA;"black";NA;NA;"birds";"";"";NA;"resident";"";"";"Saint Vincent and the Grenadines";"Saint Vincent";"Saint Vincent and the Grenadines";NA;"";13,21608335;-61,2026418;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1525";"Krugiodendron ferreum";"Cyclura cornuta stejnegeri";75;"Cyclura stejnegeri";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Krugiodendron ferreum";"Krugiodendron";"Magnoliopsida";"Rosales";"Rhamnaceae";"Rhamnaceae";"shrub/small tree";"native";"native";"LC";NA;NA;"black";NA;NA;"reptile";"618 (male), 470 female";NA;NA;"resident";"decreasing";"EN";"Puerto Rico";"Mona";"Puerto Rico";NA;"dry limestone plateau";18,22566835;-66,46639658;"18.0829° N";"67.8927° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Wiewandt, 1977";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"1526";"Krugiodendron ferreum";"Mimus polyglottos";2152;"Mimus polyglottos";"Mimus";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Krugiodendron ferreum";"Krugiodendron";"Magnoliopsida";"Rosales";"Rhamnaceae";"Rhamnaceae";"tree";"native";"native";"";"";NA;"black";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Finca Montaña";"karstic forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"precise";"Caraballo-Ortiz et al. (2017)";"plant-oriented";"Native";"No";"No";"Native";"No";"No"
"1527";"Krugiodendron ferreum";"Spindalis portoricensis";1784;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Krugiodendron ferreum";"Krugiodendron";"Magnoliopsida";"Rosales";"Rhamnaceae";"Rhamnaceae";"shrub/small tree";"native";"native";"";"";NA;"black";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Montaña, Aguadilla";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.464577° N";"66.113023° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo & Morales 2016";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
